contract_title,num_categories,num_clauses,num_answered,coverage_percent
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,34,41,10,24.4%
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",34,41,4,9.8%
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT",34,41,13,31.7%
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement,34,41,12,29.3%
VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement,34,41,14,34.1%
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement,34,41,9,22.0%
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,34,41,18,43.9%
VitalibisInc_20180316_8-K_EX-10.2_11100168_EX-10.2_Hosting Agreement,34,41,17,41.5%
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement,34,41,8,19.5%
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT,34,41,8,19.5%
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT,34,41,19,46.3%
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",34,41,10,24.4%
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT,34,41,12,29.3%
WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,34,41,8,19.5%
WESTERN COPPER - NON-COMPETITION AGREEMENT,34,41,7,17.1%
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",34,41,12,29.3%
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT,34,41,18,43.9%
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement,34,41,3,7.3%
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,34,41,23,56.1%
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT,34,41,13,31.7%
WatchitMediaInc_20061201_8-K_EX-10.1_4148672_EX-10.1_Content License Agreement,34,41,6,14.6%
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,34,41,19,46.3%
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,34,41,11,26.8%
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,34,41,12,29.3%
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT",34,41,9,22.0%
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3),34,41,20,48.8%
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT",34,41,5,12.2%
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",34,41,9,22.0%
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT,34,41,11,26.8%
XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement,34,41,12,29.3%
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,34,41,23,56.1%
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,34,41,15,36.6%
ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT,34,41,3,7.3%
ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,34,41,24,58.5%
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",34,41,18,43.9%
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement,34,41,7,17.1%
